scenario_index,new_collision,fixed_collision,v27_rf,v27_accuracy,v27_overlap,v27_offroad,v27_collision
539,False,False,0.8770817,1,0.0,0.0,0.0
540,False,False,0.90954363,1,0.0,0.0,0.0
541,False,False,0.84281677,1,0.0,0.0,0.0
542,False,False,0.98584026,1,0.0,0.0,0.0
543,False,False,0.0,0,1.0,0.0,0.0
544,False,False,1.0,1,0.0,0.0,0.0
545,False,False,0.96387416,1,0.0,0.0,0.0
546,False,False,0.97719663,1,0.0,0.0,0.0
547,False,False,1.0,1,0.0,0.0,0.0
548,False,False,0.9034613,1,0.0,0.0,0.0
549,False,False,0.921847,1,0.0,0.0,0.0
550,False,False,1.0,1,0.0,0.0,0.0
551,False,False,0.97749996,1,0.0,0.0,0.0
552,False,False,0.97749996,1,0.0,0.0,0.0
553,False,False,0.9031252,1,0.0,0.0,0.0
554,False,False,0.0,0,1.0,0.0,1.0
555,False,False,0.9198441,1,0.0,0.0,0.0
556,False,False,0.8866448,1,0.0,0.0,0.0
557,False,False,1.0,1,0.0,0.0,0.0
558,False,False,0.7996398,1,0.0,0.0,0.0
559,False,False,1.0,1,0.0,0.0,0.0
560,False,False,0.8887764,1,0.0,0.0,0.0
561,False,False,0.84007275,1,0.0,0.0,0.0
562,False,False,1.0,1,0.0,0.0,0.0
563,False,False,0.0,0,1.0,0.0,0.0
564,False,False,1.0,1,0.0,0.0,0.0
565,False,False,0.8801985,1,0.0,0.0,0.0
566,False,False,0.8247494,1,0.0,0.0,0.0
567,False,False,0.8992769,1,0.0,0.0,0.0
568,False,False,0.9138994,1,0.0,0.0,0.0
569,False,False,0.98875,1,0.0,0.0,0.0
570,False,False,0.8994358,1,0.0,0.0,0.0
571,False,False,0.95874995,1,0.0,0.0,0.0
572,False,False,0.88692915,1,0.0,0.0,0.0
573,False,False,0.8315858,1,0.0,0.0,0.0
574,False,False,0.9829508,1,0.0,0.0,0.0
575,False,False,0.86884403,1,0.0,0.0,0.0
576,False,False,0.9029274,1,0.0,0.0,0.0
577,False,False,1.0,1,0.0,0.0,0.0
578,False,False,0.8272193,1,0.0,0.0,0.0
579,False,False,1.0,1,0.0,0.0,0.0
580,False,False,1.0,1,0.0,0.0,0.0
581,False,False,1.0,1,0.0,0.0,0.0
582,False,False,0.864649,1,0.0,0.0,0.0
583,False,False,0.92049503,1,0.0,0.0,0.0
584,False,False,0.9999343,1,0.0,0.0,0.0
585,False,False,0.0,0,1.0,0.0,1.0
586,False,False,0.8668157,1,0.0,0.0,0.0
587,False,False,0.89131624,1,0.0,0.0,0.0
588,False,False,1.0,1,0.0,0.0,0.0
589,False,False,1.0,1,0.0,0.0,0.0
590,False,False,0.88043463,1,0.0,0.0,0.0
591,False,False,0.85831434,1,0.0,0.0,0.0
592,False,False,0.9473732,1,0.0,0.0,0.0
593,False,False,0.90177363,1,0.0,0.0,0.0
594,False,False,0.96250004,1,0.0,0.0,0.0
595,False,False,1.0,1,0.0,0.0,0.0
596,False,False,0.9012154,1,0.0,0.0,0.0
597,False,False,0.9743519,1,0.0,0.0,0.0
598,False,False,0.87774163,1,0.0,0.0,0.0
599,False,False,1.0,1,0.0,0.0,0.0
600,False,False,0.81198615,1,0.0,0.0,0.0
601,False,False,0.9648902,1,0.0,0.0,0.0
602,False,False,0.93846244,1,0.0,0.0,0.0
603,False,False,0.8977194,1,0.0,0.0,0.0
604,False,False,0.9406714,1,0.0,0.0,0.0
605,False,False,1.0,1,0.0,0.0,0.0
606,False,False,0.948023,1,0.0,0.0,0.0
607,False,False,0.93130666,1,0.0,0.0,0.0
608,False,False,0.7369936,1,0.0,0.0,0.0
609,False,False,0.90300906,1,0.0,0.0,0.0
610,False,False,1.0,1,0.0,0.0,0.0
611,False,False,1.0,1,0.0,0.0,0.0
612,False,False,0.96999997,1,0.0,0.0,0.0
613,False,False,0.9214808,1,0.0,0.0,0.0
614,False,False,0.0,0,1.0,0.0,1.0
615,False,False,1.0,1,0.0,0.0,0.0
616,False,False,0.9710991,1,0.0,0.0,0.0
617,False,False,0.7620818,1,0.0,0.0,0.0
618,False,False,1.0,1,0.0,0.0,0.0
619,False,False,0.99369395,1,0.0,0.0,0.0
620,False,False,1.0,1,0.0,0.0,0.0
621,False,False,0.8756569,1,0.0,0.0,0.0
622,False,False,0.9125603,1,0.0,0.0,0.0
623,False,False,1.0,1,0.0,0.0,0.0
624,False,False,0.96250004,1,0.0,0.0,0.0
625,False,False,0.8589882,1,0.0,0.0,0.0
626,False,False,0.9302065,1,0.0,0.0,0.0
627,False,False,0.9637098,1,0.0,0.0,0.0
628,False,False,0.82023233,1,0.0,0.0,0.0
629,False,False,0.98875,1,0.0,0.0,0.0
630,False,False,0.9299669,1,0.0,0.0,0.0
631,False,False,1.0,1,0.0,0.0,0.0
632,False,False,0.89188117,1,0.0,0.0,0.0
633,False,False,0.95072883,1,0.0,0.0,0.0
634,False,False,0.93087214,1,0.0,0.0,0.0
635,False,False,1.0,1,0.0,0.0,0.0
636,False,False,0.895,1,0.0,0.0,0.0
637,False,False,1.0,1,0.0,0.0,0.0
638,False,False,0.96625006,1,0.0,0.0,0.0
639,False,False,0.9125735,1,0.0,0.0,0.0
640,False,False,0.93685323,1,0.0,0.0,0.0
641,False,False,0.9496235,1,0.0,0.0,0.0
642,False,False,0.852366,1,0.0,0.0,0.0
643,False,True,0.0,0,1.0,0.0,1.0
644,False,False,0.0,0,1.0,0.0,1.0
645,False,False,1.0,1,0.0,0.0,0.0
646,False,False,0.87213725,1,0.0,0.0,0.0
647,False,False,0.88739794,1,0.0,0.0,0.0
648,False,False,0.93440723,1,0.0,0.0,0.0
649,False,False,1.0,1,0.0,0.0,0.0
650,False,False,0.90114194,1,0.0,0.0,0.0
651,False,False,1.0,1,0.0,0.0,0.0
652,False,False,0.8974085,1,0.0,0.0,0.0
653,False,False,0.9115963,1,0.0,0.0,0.0
654,True,False,0.0,0,1.0,0.0,1.0
655,False,False,0.81985325,1,0.0,0.0,0.0
656,False,False,1.0,1,0.0,0.0,0.0
657,False,False,0.90625,1,0.0,0.0,0.0
658,False,False,1.0,1,0.0,0.0,0.0
659,False,False,0.9700923,1,0.0,0.0,0.0
660,False,False,0.8931144,1,0.0,0.0,0.0
661,False,False,0.9138624,1,0.0,0.0,0.0
662,False,False,0.93535197,1,0.0,0.0,0.0
663,False,False,0.9053146,1,0.0,0.0,0.0
664,False,False,0.79373217,1,0.0,0.0,0.0
665,False,False,1.0,1,0.0,0.0,0.0
666,False,False,0.0,0,0.0,1.0,0.0
667,False,False,0.9076643,1,0.0,0.0,0.0
668,False,False,0.92260927,1,0.0,0.0,0.0
669,False,False,1.0,1,0.0,0.0,0.0
670,False,False,0.93876743,1,0.0,0.0,0.0
671,False,False,1.0,1,0.0,0.0,0.0
672,False,False,1.0,1,0.0,0.0,0.0
673,False,False,0.93063337,1,0.0,0.0,0.0
674,False,False,0.9606789,1,0.0,0.0,0.0
675,False,False,1.0,1,0.0,0.0,0.0
676,False,False,1.0,1,0.0,0.0,0.0
677,False,False,1.0,1,0.0,0.0,0.0
678,False,False,0.95500004,1,0.0,0.0,0.0
679,False,False,0.9925,1,0.0,0.0,0.0
680,False,False,1.0,1,0.0,0.0,0.0
681,False,False,1.0,1,0.0,0.0,0.0
682,False,False,0.9124431,1,0.0,0.0,0.0
683,False,False,0.7817514,1,0.0,0.0,0.0
684,False,False,1.0,1,0.0,0.0,0.0
685,False,False,0.94755334,1,0.0,0.0,0.0
686,False,False,0.9127793,1,0.0,0.0,0.0
687,False,False,0.9075012,1,0.0,0.0,0.0
688,False,False,1.0,1,0.0,0.0,0.0
689,False,False,1.0,1,0.0,0.0,0.0
690,False,False,0.7626011,1,0.0,0.0,0.0
691,False,False,0.9325,1,0.0,0.0,0.0
692,False,False,0.6357249,1,0.0,0.0,0.0
693,False,False,0.84869593,1,0.0,0.0,0.0
694,False,False,0.99829334,1,0.0,0.0,0.0
695,False,False,0.9601965,1,0.0,0.0,0.0
696,False,False,0.96625006,1,0.0,0.0,0.0
697,False,False,0.8269207,1,0.0,0.0,0.0
698,False,False,0.7999297,1,0.0,0.0,0.0
699,False,False,1.0,1,0.0,0.0,0.0
700,False,False,0.9235937,1,0.0,0.0,0.0
701,False,False,1.0,1,0.0,0.0,0.0
702,False,False,0.9713257,1,0.0,0.0,0.0
703,False,False,0.8972997,1,0.0,0.0,0.0
704,False,False,0.97749996,1,0.0,0.0,0.0
705,False,False,0.5154961,1,0.0,0.0,0.0
706,False,False,0.8987681,1,0.0,0.0,0.0
707,False,False,0.7505854,1,0.0,0.0,0.0
708,False,False,1.0,1,0.0,0.0,0.0
709,False,False,1.0,1,0.0,0.0,0.0
710,False,False,0.90625,1,0.0,0.0,0.0
711,False,False,0.97749996,1,0.0,0.0,0.0
712,False,False,1.0,1,0.0,0.0,0.0
713,False,False,1.0,1,0.0,0.0,0.0
714,False,False,0.8899712,1,0.0,0.0,0.0
715,False,False,0.9210896,1,0.0,0.0,0.0
716,False,False,0.9722624,1,0.0,0.0,0.0
717,False,False,0.833823,1,0.0,0.0,0.0
718,False,False,0.8475658,1,0.0,0.0,0.0
719,False,False,0.8525883,1,0.0,0.0,0.0
720,False,False,0.912504,1,0.0,0.0,0.0
721,False,False,1.0,1,0.0,0.0,0.0
722,False,False,0.9417855,1,0.0,0.0,0.0
723,False,False,0.96999997,1,0.0,0.0,0.0
724,False,False,0.84866494,1,0.0,0.0,0.0
725,False,False,1.0,1,0.0,0.0,0.0
726,False,False,0.8993295,1,0.0,0.0,0.0
727,False,False,0.0,0,0.0,1.0,0.0
728,False,False,0.96250004,1,0.0,0.0,0.0
729,False,False,1.0,1,0.0,0.0,0.0
730,False,False,1.0,1,0.0,0.0,0.0
731,False,False,1.0,1,0.0,0.0,0.0
732,False,False,1.0,1,0.0,0.0,0.0
733,False,False,0.95125,1,0.0,0.0,0.0
734,False,False,0.8459509,1,0.0,0.0,0.0
735,False,False,0.9049347,1,0.0,0.0,0.0
736,False,False,0.8820039,1,0.0,0.0,0.0
737,False,False,1.0,1,0.0,0.0,0.0
738,False,False,0.86102265,1,0.0,0.0,0.0
739,False,False,1.0,1,0.0,0.0,0.0
740,False,False,0.90126085,1,0.0,0.0,0.0
741,False,False,1.0,1,0.0,0.0,0.0
742,False,False,0.93994695,1,0.0,0.0,0.0
743,False,False,0.8703483,1,0.0,0.0,0.0
744,False,False,0.91243726,1,0.0,0.0,0.0
745,False,False,0.9004059,1,0.0,0.0,0.0
746,False,False,1.0,1,0.0,0.0,0.0
747,False,False,0.0,0,1.0,0.0,1.0
748,False,False,1.0,1,0.0,0.0,0.0
749,False,False,0.862861,1,0.0,0.0,0.0
750,False,False,0.93060154,1,0.0,0.0,0.0
751,False,False,0.8612234,1,0.0,0.0,0.0
752,False,False,0.96020424,1,0.0,0.0,0.0
753,False,False,0.93011135,1,0.0,0.0,0.0
754,False,False,1.0,1,0.0,0.0,0.0
755,False,False,0.8409559,1,0.0,0.0,0.0
756,False,False,0.8739338,1,0.0,0.0,0.0
757,False,False,0.8751225,1,0.0,0.0,0.0
758,False,False,0.86237776,1,0.0,0.0,0.0
759,False,False,1.0,1,0.0,0.0,0.0
760,False,False,0.93110627,1,0.0,0.0,0.0
761,False,False,1.0,1,0.0,0.0,0.0
762,False,False,0.84313434,1,0.0,0.0,0.0
763,False,False,0.92697763,1,0.0,0.0,0.0
764,False,False,1.0,1,0.0,0.0,0.0
765,False,False,0.8645229,1,0.0,0.0,0.0
766,False,False,1.0,1,0.0,0.0,0.0
767,False,False,0.9541742,1,0.0,0.0,0.0
768,False,False,0.0,0,1.0,0.0,1.0
769,False,False,0.89875,1,0.0,0.0,0.0
770,False,False,0.89321595,1,0.0,0.0,0.0
771,False,False,0.90550727,1,0.0,0.0,0.0
772,False,False,0.964909,1,0.0,0.0,0.0
773,False,False,0.91196674,1,0.0,0.0,0.0
774,False,False,0.7843785,1,0.0,0.0,0.0
775,False,False,1.0,1,0.0,0.0,0.0
776,False,False,0.86023945,1,0.0,0.0,0.0
777,False,False,1.0,1,0.0,0.0,0.0
778,False,False,1.0,1,0.0,0.0,0.0
779,False,False,1.0,1,0.0,0.0,0.0
780,False,False,0.9464054,1,0.0,0.0,0.0
781,False,False,0.0,0,1.0,0.0,1.0
782,False,False,0.8875,1,0.0,0.0,0.0
783,False,False,0.9737202,1,0.0,0.0,0.0
784,False,False,1.0,1,0.0,0.0,0.0
785,False,False,0.94692487,1,0.0,0.0,0.0
786,False,False,0.94840795,1,0.0,0.0,0.0
787,False,False,0.91375,1,0.0,0.0,0.0
788,False,False,1.0,1,0.0,0.0,0.0
789,False,False,0.8869125,1,0.0,0.0,0.0
790,False,False,0.939818,1,0.0,0.0,0.0
791,False,False,0.91459364,1,0.0,0.0,0.0
792,False,False,0.9905276,1,0.0,0.0,0.0
793,False,False,0.8953682,1,0.0,0.0,0.0
794,False,False,0.9300858,1,0.0,0.0,0.0
795,False,False,0.9298704,1,0.0,0.0,0.0
796,False,False,0.9133758,1,0.0,0.0,0.0
797,False,False,1.0,1,0.0,0.0,0.0
798,False,False,0.97374994,1,0.0,0.0,0.0
799,False,False,0.925625,1,0.0,0.0,0.0
800,False,False,1.0,1,0.0,0.0,0.0
801,False,False,1.0,1,0.0,0.0,0.0
802,False,False,0.9209489,1,0.0,0.0,0.0
803,False,False,0.8856968,1,0.0,0.0,0.0
804,False,False,0.92092544,1,0.0,0.0,0.0
805,False,False,0.99219286,1,0.0,0.0,0.0
806,False,False,0.8918404,1,0.0,0.0,0.0
807,False,False,0.899786,1,0.0,0.0,0.0
808,False,False,0.7797852,1,0.0,0.0,0.0
809,False,False,0.93027747,1,0.0,0.0,0.0
810,False,False,0.9588909,1,0.0,0.0,0.0
811,False,False,0.9434368,1,0.0,0.0,0.0
812,False,False,0.87577933,1,0.0,0.0,0.0
813,False,False,0.9560947,1,0.0,0.0,0.0
814,False,False,0.8388157,1,0.0,0.0,0.0
815,False,False,0.96477765,1,0.0,0.0,0.0
816,False,False,1.0,1,0.0,0.0,0.0
817,False,False,0.94819224,1,0.0,0.0,0.0
818,False,False,0.9454366,1,0.0,0.0,0.0
819,False,False,0.96625006,1,0.0,0.0,0.0
820,False,False,1.0,1,0.0,0.0,0.0
821,False,False,0.8824841,1,0.0,0.0,0.0
822,False,False,0.8389646,1,0.0,0.0,0.0
823,False,False,0.9023296,1,0.0,0.0,0.0
824,False,False,1.0,1,0.0,0.0,0.0
825,False,False,0.97749996,1,0.0,0.0,0.0
826,False,False,0.7907715,1,0.0,0.0,0.0
827,False,False,0.9061333,1,0.0,0.0,0.0
828,False,False,1.0,1,0.0,0.0,0.0
829,False,False,1.0,1,0.0,0.0,0.0
830,False,False,0.87780756,1,0.0,0.0,0.0
831,False,False,0.9175,1,0.0,0.0,0.0
832,False,False,0.8296297,1,0.0,0.0,0.0
833,False,False,0.97644866,1,0.0,0.0,0.0
834,False,False,0.91151583,1,0.0,0.0,0.0
835,False,False,1.0,1,0.0,0.0,0.0
836,False,False,1.0,1,0.0,0.0,0.0
837,False,False,0.90400565,1,0.0,0.0,0.0
838,False,False,0.87886906,1,0.0,0.0,0.0
839,False,False,1.0,1,0.0,0.0,0.0
840,False,False,0.8865652,1,0.0,0.0,0.0
841,False,False,0.9175274,1,0.0,0.0,0.0
842,False,False,1.0,1,0.0,0.0,0.0
843,False,False,0.9299516,1,0.0,0.0,0.0
844,False,False,1.0,1,0.0,0.0,0.0
845,False,False,0.96250004,1,0.0,0.0,0.0
846,False,False,0.895,1,0.0,0.0,0.0
847,False,False,0.8557319,1,0.0,0.0,0.0
848,False,False,0.90089077,1,0.0,0.0,0.0
849,False,False,0.8157571,1,0.0,0.0,0.0
850,False,False,1.0,1,0.0,0.0,0.0
851,False,False,1.0,1,0.0,0.0,0.0
852,False,False,0.92151564,1,0.0,0.0,0.0
853,False,False,0.9335295,1,0.0,0.0,0.0
854,False,False,0.94375,1,0.0,0.0,0.0
855,False,False,0.7444024,1,0.0,0.0,0.0
856,False,False,0.8961741,1,0.0,0.0,0.0
857,False,False,0.94750005,1,0.0,0.0,0.0
858,False,False,0.9196946,1,0.0,0.0,0.0
859,False,False,0.94871503,1,0.0,0.0,0.0
860,False,False,0.8921604,1,0.0,0.0,0.0
861,False,False,0.95589274,1,0.0,0.0,0.0
862,False,False,0.8674303,1,0.0,0.0,0.0
863,False,False,1.0,1,0.0,0.0,0.0
864,False,False,0.9836855,1,0.0,0.0,0.0
865,False,False,0.7411654,1,0.0,0.0,0.0
866,False,False,0.93894446,1,0.0,0.0,0.0
867,False,False,0.9210686,1,0.0,0.0,0.0
868,False,False,1.0,1,0.0,0.0,0.0
869,False,False,1.0,1,0.0,0.0,0.0
870,False,False,0.92873955,1,0.0,0.0,0.0
871,False,False,0.8428835,1,0.0,0.0,0.0
872,False,False,0.96431506,1,0.0,0.0,0.0
873,False,False,1.0,1,0.0,0.0,0.0
874,False,False,0.848865,1,0.0,0.0,0.0
875,False,False,0.8777582,1,0.0,0.0,0.0
876,False,False,0.88139725,1,0.0,0.0,0.0
877,False,False,0.894478,1,0.0,0.0,0.0
878,False,False,1.0,1,0.0,0.0,0.0
879,False,False,1.0,1,0.0,0.0,0.0
880,False,False,0.82270664,1,0.0,0.0,0.0
881,False,False,0.95874995,1,0.0,0.0,0.0
882,False,False,1.0,1,0.0,0.0,0.0
883,False,False,1.0,1,0.0,0.0,0.0
884,False,False,1.0,1,0.0,0.0,0.0
885,False,False,0.941353,1,0.0,0.0,0.0
886,False,False,0.8990553,1,0.0,0.0,0.0
887,False,False,0.0,0,1.0,0.0,1.0
888,False,False,0.85225433,1,0.0,0.0,0.0
889,False,False,0.9345951,1,0.0,0.0,0.0
890,False,False,1.0,1,0.0,0.0,0.0
891,False,False,0.85926074,1,0.0,0.0,0.0
892,False,False,0.9708285,1,0.0,0.0,0.0
893,False,False,0.86782265,1,0.0,0.0,0.0
894,False,False,0.848721,1,0.0,0.0,0.0
895,False,False,0.92370427,1,0.0,0.0,0.0
896,False,False,0.78352755,1,0.0,0.0,0.0
897,False,False,1.0,1,0.0,0.0,0.0
898,False,False,0.8703869,1,0.0,0.0,0.0
899,False,False,0.92989886,1,0.0,0.0,0.0
900,False,False,0.93797076,1,0.0,0.0,0.0
901,False,False,0.96625006,1,0.0,0.0,0.0
902,False,False,0.84754986,1,0.0,0.0,0.0
903,False,False,0.92133105,1,0.0,0.0,0.0
904,False,False,0.9286677,1,0.0,0.0,0.0
905,False,False,0.9912588,1,0.0,0.0,0.0
906,False,False,0.833212,1,0.0,0.0,0.0
907,False,False,0.91240925,1,0.0,0.0,0.0
908,False,False,1.0,1,0.0,0.0,0.0
909,False,False,0.8930195,1,0.0,0.0,0.0
910,False,False,0.54274887,1,0.0,0.0,0.0
911,False,False,0.0,0,1.0,0.0,1.0
912,False,False,0.8597334,1,0.0,0.0,0.0
913,False,False,0.93544215,1,0.0,0.0,0.0
914,False,False,1.0,1,0.0,0.0,0.0
915,False,False,0.9137953,1,0.0,0.0,0.0
916,False,False,1.0,1,0.0,0.0,0.0
917,False,False,0.9295972,1,0.0,0.0,0.0
918,False,False,0.9312143,1,0.0,0.0,0.0
919,False,False,0.8433289,1,0.0,0.0,0.0
920,False,False,0.7905187,1,0.0,0.0,0.0
921,False,False,0.8058862,1,0.0,0.0,0.0
922,False,False,0.9643074,1,0.0,0.0,0.0
923,False,False,0.9435773,1,0.0,0.0,0.0
924,False,False,0.9224659,1,0.0,0.0,0.0
925,False,False,0.91,1,0.0,0.0,0.0
926,False,False,0.9518612,1,0.0,0.0,0.0
927,False,False,0.88604546,1,0.0,0.0,0.0
928,False,False,0.9189853,1,0.0,0.0,0.0
929,False,False,0.0,0,1.0,0.0,0.0
930,False,False,0.9649469,1,0.0,0.0,0.0
931,False,False,0.8921264,1,0.0,0.0,0.0
932,False,False,1.0,1,0.0,0.0,0.0
933,False,False,0.9913958,1,0.0,0.0,0.0
934,False,False,0.921395,1,0.0,0.0,0.0
935,False,False,0.88740027,1,0.0,0.0,0.0
936,False,False,1.0,1,0.0,0.0,0.0
937,False,False,0.9325,1,0.0,0.0,0.0
938,False,False,0.90367985,1,0.0,0.0,0.0
939,False,False,0.87353307,1,0.0,0.0,0.0
940,False,False,1.0,1,0.0,0.0,0.0
941,False,False,0.96250004,1,0.0,0.0,0.0
942,False,False,1.0,1,0.0,0.0,0.0
943,False,False,0.75127405,1,0.0,0.0,0.0
944,False,False,1.0,1,0.0,0.0,0.0
945,False,False,0.9124796,1,0.0,0.0,0.0
946,False,False,0.8663885,1,0.0,0.0,0.0
947,False,False,0.91850376,1,0.0,0.0,0.0
948,False,False,1.0,1,0.0,0.0,0.0
949,False,False,0.89577335,1,0.0,0.0,0.0
950,False,False,1.0,1,0.0,0.0,0.0
951,False,False,0.9415402,1,0.0,0.0,0.0
952,False,False,1.0,1,0.0,0.0,0.0
953,False,False,0.8268076,1,0.0,0.0,0.0
954,False,False,0.9406358,1,0.0,0.0,0.0
955,False,False,0.8661653,1,0.0,0.0,0.0
956,False,False,1.0,1,0.0,0.0,0.0
957,False,False,0.9524584,1,0.0,0.0,0.0
958,False,False,1.0,1,0.0,0.0,0.0
959,False,False,0.87253803,1,0.0,0.0,0.0
960,False,False,1.0,1,0.0,0.0,0.0
961,False,False,0.96624994,1,0.0,0.0,0.0
962,False,False,1.0,1,0.0,0.0,0.0
963,False,False,1.0,1,0.0,0.0,0.0
964,False,False,0.9213568,1,0.0,0.0,0.0
965,False,False,1.0,1,0.0,0.0,0.0
966,False,False,0.93625003,1,0.0,0.0,0.0
967,False,False,0.93836194,1,0.0,0.0,0.0
968,False,False,1.0,1,0.0,0.0,0.0
969,False,False,0.9204933,1,0.0,0.0,0.0
970,False,False,1.0,1,0.0,0.0,0.0
971,False,False,0.96625006,1,0.0,0.0,0.0
972,False,False,1.0,1,0.0,0.0,0.0
973,False,False,0.9024498,1,0.0,0.0,0.0
974,False,False,0.8982298,1,0.0,0.0,0.0
975,False,False,0.86731476,1,0.0,0.0,0.0
976,True,False,0.0,0,1.0,1.0,1.0
977,False,False,0.86186737,1,0.0,0.0,0.0
978,False,False,0.95874995,1,0.0,0.0,0.0
979,False,False,1.0,1,0.0,0.0,0.0
980,False,False,0.8962206,1,0.0,0.0,0.0
981,False,False,0.9015884,1,0.0,0.0,0.0
982,False,False,0.9213362,1,0.0,0.0,0.0
983,False,False,0.91273415,1,0.0,0.0,0.0
984,False,False,0.8673186,1,0.0,0.0,0.0
985,False,False,0.77068776,1,0.0,0.0,0.0
986,False,False,0.96625006,1,0.0,0.0,0.0
987,False,False,1.0,1,0.0,0.0,0.0
988,False,False,0.93007815,1,0.0,0.0,0.0
989,False,False,0.88195765,1,0.0,0.0,0.0
990,False,False,0.9213835,1,0.0,0.0,0.0
991,False,False,1.0,1,0.0,0.0,0.0
992,False,False,0.9387531,1,0.0,0.0,0.0
993,False,False,0.9005081,1,0.0,0.0,0.0
994,False,False,0.91048795,1,0.0,0.0,0.0
995,False,False,1.0,1,0.0,0.0,0.0
996,False,False,0.90666276,1,0.0,0.0,0.0
997,False,False,0.9378067,1,0.0,0.0,0.0
998,False,False,1.0,1,0.0,0.0,0.0
999,False,False,1.0,1,0.0,0.0,0.0
1000,False,False,0.94422865,1,0.0,0.0,0.0
1001,False,False,0.97637206,1,0.0,0.0,0.0
1002,False,False,0.9537644,1,0.0,0.0,0.0
1003,False,False,0.94487303,1,0.0,0.0,0.0
1004,False,False,0.76116157,1,0.0,0.0,0.0
1005,False,False,1.0,1,0.0,0.0,0.0
1006,False,False,0.9919376,1,0.0,0.0,0.0
1007,False,False,1.0,1,0.0,0.0,0.0
1008,False,False,0.96560425,1,0.0,0.0,0.0
1009,False,False,0.8933382,1,0.0,0.0,0.0
1010,False,False,0.81253433,1,0.0,0.0,0.0
1011,False,False,1.0,1,0.0,0.0,0.0
1012,False,False,1.0,1,0.0,0.0,0.0
1013,False,False,0.8813278,1,0.0,0.0,0.0
1014,False,False,0.95682925,1,0.0,0.0,0.0
1015,False,False,0.8750066,1,0.0,0.0,0.0
1016,False,False,0.85133976,1,0.0,0.0,0.0
1017,False,False,0.96993506,1,0.0,0.0,0.0
1018,False,False,0.9378983,1,0.0,0.0,0.0
1019,False,False,0.9229124,1,0.0,0.0,0.0
1020,False,False,1.0,1,0.0,0.0,0.0
1021,False,False,0.87614316,1,0.0,0.0,0.0
1022,False,False,0.97749996,1,0.0,0.0,0.0
1023,False,False,1.0,1,0.0,0.0,0.0
1024,False,False,1.0,1,0.0,0.0,0.0
1025,False,False,1.0,1,0.0,0.0,0.0
1026,False,False,1.0,1,0.0,0.0,0.0
1027,False,False,0.9399743,1,0.0,0.0,0.0
1028,False,False,0.88053894,1,0.0,0.0,0.0
1029,False,False,1.0,1,0.0,0.0,0.0
1030,False,False,0.9505661,1,0.0,0.0,0.0
1031,False,False,0.88498384,1,0.0,0.0,0.0
1032,False,True,0.0,0,1.0,0.0,1.0
1033,False,False,1.0,1,0.0,0.0,0.0
1034,False,False,0.90738434,1,0.0,0.0,0.0
1035,False,False,1.0,1,0.0,0.0,0.0
1036,False,False,0.99121493,1,0.0,0.0,0.0
1037,False,False,1.0,1,0.0,0.0,0.0
1038,False,False,1.0,1,0.0,0.0,0.0
1039,False,False,0.90880406,1,0.0,0.0,0.0
1040,False,False,0.95999146,1,0.0,0.0,0.0
1041,False,False,0.8593268,1,0.0,0.0,0.0
1042,False,False,0.9012626,1,0.0,0.0,0.0
1043,False,False,0.87130684,1,0.0,0.0,0.0
1044,False,False,0.0,0,1.0,0.0,1.0
1045,False,False,0.89217585,1,0.0,0.0,0.0
1046,False,False,0.0,0,0.0,1.0,0.0
1047,False,False,0.88442516,1,0.0,0.0,0.0
1048,False,False,0.8664943,1,0.0,0.0,0.0
1049,False,False,0.89783114,1,0.0,0.0,0.0
1050,False,False,1.0,1,0.0,0.0,0.0
1051,False,False,0.8934683,1,0.0,0.0,0.0
1052,False,False,0.85714954,1,0.0,0.0,0.0
1053,False,False,0.8491007,1,0.0,0.0,0.0
1054,False,False,0.96625006,1,0.0,0.0,0.0
1055,False,False,0.9325,1,0.0,0.0,0.0
1056,False,False,1.0,1,0.0,0.0,0.0
1057,False,False,1.0,1,0.0,0.0,0.0
1058,False,False,0.84823,1,0.0,0.0,0.0
1059,False,False,0.8796773,1,0.0,0.0,0.0
1060,False,False,1.0,1,0.0,0.0,0.0
1061,False,False,0.0,0,0.0,1.0,0.0
1062,False,False,1.0,1,0.0,0.0,0.0
1063,False,False,0.0,0,1.0,0.0,1.0
1064,False,False,1.0,1,0.0,0.0,0.0
1065,False,False,0.88000005,1,0.0,0.0,0.0
1066,False,False,0.9305547,1,0.0,0.0,0.0
1067,False,False,0.81177753,1,0.0,0.0,0.0
1068,False,False,0.8749725,1,0.0,0.0,0.0
1069,False,False,0.88862914,1,0.0,0.0,0.0
1070,False,False,0.97749996,1,0.0,0.0,0.0
1071,False,False,1.0,1,0.0,0.0,0.0
1072,False,False,0.896035,1,0.0,0.0,0.0
1073,False,False,0.96625006,1,0.0,0.0,0.0
1074,False,False,0.9574931,1,0.0,0.0,0.0
1075,False,False,1.0,1,0.0,0.0,0.0
1076,False,False,0.8953678,1,0.0,0.0,0.0
1077,False,False,0.8808085,1,0.0,0.0,0.0
1078,False,False,0.85656196,1,0.0,0.0,0.0
1079,False,False,0.907461,1,0.0,0.0,0.0
1080,False,False,0.8814257,1,0.0,0.0,0.0
1081,False,False,0.9037313,1,0.0,0.0,0.0
1082,False,False,1.0,1,0.0,0.0,0.0
1083,False,False,0.8842112,1,0.0,0.0,0.0
1084,False,False,0.9300486,1,0.0,0.0,0.0
1085,False,False,1.0,1,0.0,0.0,0.0
